"IDs","CT0_1_A","CT0_2_B","CT0_3_C","CT4_4_D","CT4_5_E","CT4_6_F","CT8_7_G","CT8_8_H","CT8_9_I","CT12_10_J","CT12_11_K","CT12_12_L","CT16_13_M","CT16_14_N","CT16_15_O","CT20_16_P","CT20_17_Q","CT20_18_R","CT0_19_A","CT0_20_B","CT0_21_C","CT4_22_D","CT4_23_E","CT4_24_F","CT8_25_G","CT8_26_H","CT8_27_I","CT12_28_J","CT12_29_K","CT12_30_L","CT16_31_M","CT16_32_N","CT16_33_O","CT20_34_P","CT20_35_Q","CT20_36_R","CT0_37_A","CT0_38_B","CT0_39_C","CT4_40_D","CT4_41_E","CT4_42_F","CT8_43_G","CT8_44_H","CT8_45_I","CT12_46_J","CT12_47_K","CT12_48_L","CT16_49_M","CT16_50_N","CT16_51_O","CT20_52_P","CT20_53_Q","CT20_54_R"
"nonRhythmGene_Id1",6.3717658394963,4.09094662422418,8.3010577206202,7.02407078851211,-4.65104058853543,6.06847572221666,8.8427562858836,11.8726017786648,1.88571517293959,1.99103397409556,-4.21395404056773,4.86915473992517,6.41362604769329,2.46923060591674,9.9115527809672,6.354147628199,8.22655368246719,-0.531526801003052,2.86292872080135,4.28507360614687,4.18373254458559,8.16137690731601,2.71338969265381,7.60189914394585,2.43068937450989,5.87457979141896,3.54490519983532,3.49363920484132,8.88341376592743,1.72830875543412,3.33681353439312,-2.48389771756686,2.18864641933598,5.59156358298392,8.82926979353793,3.9886620165051,5.87081152678861,3.17324606458638,-0.479833019566903,4.24790117397969,6.06332440777861,-0.917443906038065,0.280228880791941,0.607207827873104,0.442632258766416,6.07413775786441,3.56005195341701,6.11544749510756,4.9599932024242,3.99137949864284,6.1939493177416,5.82991116572577,8.91520932570593,3.32072704983159
"nonRhythmGene_Id2",-2.43407977482568,-5.66953617301115,-3.08004697700801,-0.180039332380773,3.12824449798149,1.58170026242567,-7.37350158493795,3.83905839050263,-1.88457807417608,-3.32912339027356,-0.653303179218869,1.52569940510084,-2.80078297795266,0.219081563265006,2.0045359423378,-2.52364070440492,0.405195180048654,-6.66414608386539,-0.446066029493045,-4.58273293928815,-1.8295915446367,1.91193263812482,-3.35911889272323,-4.14442234522112,2.05540629475642,3.7062998122002,0.136697681613036,-0.888301779023325,-4.59708468824925,2.7568881573469,-0.770773299540213,6.33103431258091,5.64323448062258,-5.79832487521228,-1.74880291179889,-1.87269765525137,-1.6249441698547,0.196133885595273,-2.08706595908861,-0.735725715033609,-5.94182516897441,-3.74151580595642,-1.11446795330208,-0.29956059063014,-1.10458817163987,-1.94592859292162,4.58852729950771,-2.67402055977479,0.557390995613545,-2.44838197159908,-1.40716267615234,-1.66336235622575,-3.4980735306291,-1.85239523566774
"nonRhythmGene_Id3",-9.83739294029604,-5.87383125895341,-0.779362836716608,-2.72360667271711,2.6574805708075,-3.1451538276385,0.121532985060978,-1.92854514024094,2.27174109015987,-8.34346957767808,-9.14096613411709,-8.52728344734237,3.16671648836565,-2.43025582510485,-3.68219287400398,-1.67899387766744,-4.85437657049076,-3.82272637495156,-5.0410003708901,-0.503336095397894,-3.42716833901999,-5.24259043949866,0.109018464656208,-4.41666507538933,-6.83664255891786,-0.9155943711756,3.30044661579359,-2.87322261533816,-1.82833823827021,-1.57017757967619,5.75202319775226,-5.1998257510746,-3.82968080750836,-2.26170524841914,-7.23039867430604,-3.84803423802924,-5.32647074119127,-3.84095836840718,-3.26206897906208,3.57030735982336,-1.95967823340849,0.144254628786288,1.22115541469052,0.711764157790351,0.504841256026363,0.0102897429704867,-0.936915487804229,-4.26636872868734,-2.1841703001207,1.44012921079391,-4.64774491812697,-3.24813564778427,-6.9100558899931,-2.70197747634238
"nonRhythmGene_Id4",4.59513683724687,0.295206839567847,3.56602227020471,-1.2458998914528,6.1385621343539,0.160107328241108,5.05154235873583,-2.32515841441047,1.64798105903651,7.15364849327866,3.63772859606018,-3.00156845935368,2.83662434929071,1.02476488596159,-4.22399494158694,5.57272519181713,2.09732606552662,-1.01045945802462,-1.41933095074551,5.95619821037247,6.39194555654151,3.07811169003851,2.37377779248977,-1.99498682631382,3.80616639887197,5.08281010338543,4.42761904152879,2.72966353559925,2.70193067056549,3.32887664651934,3.04238502787858,5.14234014576686,0.486132504032285,1.36799020567273,5.65895814657917,0.0880912025887781,5.07243061702443,1.46553623828446,-1.1317186011835,3.69810538336165,0.29832593927078,3.16899034409728,3.70361650397855,-0.0803961228600429,1.89930928387864,2.65497644925759,2.29368849081039,5.55084583121209,5.84294652800417,0.634058568452577,2.97680683552497,2.2160080467127,4.99602636887225,-1.72446342687578
"nonRhythmGene_Id5",0.398083594630003,3.99286864445247,1.56263139805462,0.0613089467055477,0.701337584133607,0.315442882054163,4.81804715476203,3.60226442934957,6.29164316675727,4.87930578443123,-4.50659086675212,-3.05618919253721,-1.31015289830484,5.8796079394342,3.17608126056708,1.2272074073454,3.18878219246244,-3.80951675497443,2.34956769006452,4.97650221606248,1.53897144366828,-1.61251639380305,-1.00458833381291,2.96587630083855,-0.745671028687891,2.98911079621062,6.97866602494492,1.24987684941297,-1.86249873089664,-4.88524931757918,5.81861460401356,2.38530345287671,1.32974223559028,0.318261152334355,4.80543689527372,2.64702083183911,0.728858294449335,1.95556495375357,7.55165874049792,5.61630227097649,1.89255901446518,4.65248095879235,0.000800649785512864,2.62199618037027,4.12562211259693,3.56654975737826,-0.505680813770725,2.02885560277361,-2.92572716427706,7.25441877471295,2.51096019905332,3.68444219088656,7.60921934964522,3.38705107260694
"nonRhythmGene_Id6",-0.213956661287238,-2.48192909675113,-6.56026754074597,-1.99017689849976,-7.55262510029252,-5.73862859152669,2.55505107812157,-0.13098958741858,-4.64699369513612,-4.91842287453375,1.10139348374422,2.48264530155355,-6.17041145528956,-2.90892518815542,-5.56980027302996,-0.480757052997577,-0.201244821945627,-6.87856217083259,-4.25892792289791,3.56072858166223,-8.63393600867797,-5.107758621002,-0.740677010299481,-2.97259676008505,-1.5129360089082,-1.49219185789329,-2.4662056077731,-2.02116443685267,0.649741160974342,0.0034727883763388,-1.92217027961253,-3.91049369511964,-6.45922271820869,-1.89313115682192,-1.69132730427232,2.5619262892501,2.21942640330182,-1.00844123285555,0.65089556919818,-3.62314224761423,-1.66288243098059,-6.26841388724734,1.43651246250606,-3.61359503968833,0.860249172925208,-10.5595957975137,0.117158183637789,-8.08151435364615,-1.42425450846121,-4.05809893343191,2.5661749349718,2.6953783919511,-4.89202163019662,-0.457685683399096
"nonRhythmGene_Id7",-2.68617169987649,-0.56429589449062,-0.0791409625063053,3.9185281471154,-0.656172359935986,-3.45961878223776,2.86374760159219,7.36545037772375,0.385078210573464,1.88842997961794,-0.336890715325709,4.67059407085256,0.201949996316956,0.18768176038183,-0.681585937834385,2.45951496271712,0.342446473839943,3.60343763598411,0.291383199361393,0.923608849561181,-1.97588440727253,0.0768399286279242,5.36218427926354,-1.42592190641172,-0.547343952240579,-2.2028333381997,-1.36705977418983,0.675516329882795,5.10092659055619,0.128659630681445,7.775946878621,0.822484637944149,7.61175920937337,0.658300498917265,-0.823815263016128,6.68089074161196,2.39118800852717,-1.54420367033464,1.65811704900677,-0.833987364161852,1.95093718500436,4.69686261023984,1.2826279878675,-0.20761941683482,3.46649473316042,6.11008051346711,1.55787515915472,4.08989461692344,2.59618198716644,1.06340386104341,4.23831018800497,-0.259164845121942,0.0148892983279474,-1.00281631502154
"nonRhythmGene_Id8",-1.13352971909231,-4.44940994482177,-3.592050981757,-3.19915493131642,-4.03451640493044,-2.13764316709498,0.364535099472368,-2.18472961522901,-3.81234522059044,-1.40951879524447,-2.13231969318786,-7.48492026855952,-0.322074847969698,-6.37024864992785,0.319008556084931,1.50220367075488,-0.739977983145996,-0.158848055370927,-5.10462878144102,-4.11688204218045,-5.64983758126714,-0.834865025283029,-2.02561755061838,-5.28000620058115,-3.26890190572124,-4.95242910483927,-1.59918381796673,-3.90067248282722,-0.828249296051303,-4.00210576738204,1.0353174064311,-4.45502275173754,-3.86080286781204,-3.30696150285128,-1.40680039748405,-2.29502134827609,0.467172139139999,-2.45828686092776,-2.60495234516666,-0.765740210591044,2.83761243408944,-2.32875144196607,0.0542449569908103,-15.1126763495964,-4.52762214465981,-7.43696813558947,-6.300188067031,-2.06055451022324,-0.773181783503765,0.284917093837664,2.06964273770867,-1.97603303119828,-1.54490249452992,0.0332265329515602
"nonRhythmGene_Id9",-2.63752484875297,0.70835948760114,-1.44968161885961,0.218927211782539,-3.31502460894524,2.5902659723222,-2.78649591549395,-6.34024104475396,-3.35288516159935,-2.01723206626184,-4.52632612918541,0.61823246038662,-1.67447157107248,-1.77726656026413,0.955435748104373,-0.493260208600079,-1.8999538349274,4.73464584760329,-0.685527450719538,-4.7000272955808,-1.4729649226266,0.0411999311722802,-1.781978087084,-3.2758851158516,-7.31069524078591,3.66296828250218,-2.36270830168593,-6.0374604985783,-6.99478005470471,2.46068297769784,-3.19588069845702,-6.35242514966578,-0.654056159600939,-6.9250025887536,-2.58020002841134,-3.84033068610723,0.753074813287207,0.606510939488722,-3.249590929885,-3.63808338221459,-0.338735471719527,-2.80377815460664,-1.50482903867603,-6.63860448591549,-1.12265231475531,-3.53017341266028,-4.16054850813494,0.642659777889502,-0.854464764278269,-2.69219239847776,-1.17738262631178,2.39539775906677,-7.82829930704465,-5.66409762841251
"nonRhythmGene_Id10",-6.86598372254459,-5.00547266584701,-0.872422140433039,-4.34877843222574,-3.05581962493977,-3.90971447462689,-0.988120397453652,0.990581514198862,5.55032302678271,-2.51360468738176,-4.65363614108239,-11.9044816651877,-0.135398755159656,0.322732687607122,0.626227755249812,2.51682973912627,7.9205799046089,-2.15956137269893,1.25333341778139,-2.06893613143927,2.35228256484469,1.05383184728981,-7.3542440250014,-1.64224003171401,-4.04940801290826,-0.0092751239285298,-3.9062249246031,-4.66846372134296,-1.87420751530139,3.52525064317287,-2.42230352625391,2.64108229121424,2.75314553036232,-2.87514802512483,1.98115233335269,-1.67666625768393,-1.68723915955209,-0.484716848660573,-0.37796797149423,1.62056989999964,1.38821815230458,-3.60497722970231,-0.0646415026201953,4.44700757471762,1.2544418895361,0.630767470911968,-5.07113856914122,5.65256464558151,1.53414824102393,-1.61858122942524,-0.87169431968579,-2.21164212349425,1.34051078911771,-0.877611736701957
